1.71447904645	4364.29840317	['382']
1.88430459059	4335.39152566	['225']
2.08682639453	3053.50222461	['407']
1.8889694072	3026.36366491	['723']
1.3688145627	2672.40065729	['38']
1.89193559884	2099.33013949	['83']
2.08045686966	2035.09454178	['422']
1.73420150242	1940.17817224	['152']
1.60139956736	1067.75710139	['164']
1.80035543346	1009.53380072	['436']
1.75475034427	918.533352128	['525']
2.08682639453	872.429207031	['1113']
1.84763873065	769.504214999	['164', '436']
1.52355896491	710.843273836	['359']
2.04935168911	654.128504388	['1320']
1.61843947066	618.931006901	['82']
1.89418131659	570.878821548	['762']
1.44770812376	555.257104493	['442']
1.28760852191	542.232124435	['548']
2.08682639453	536.180450155	['382', '422']
1.69513938253	530.936691628	['1259']
1.73730005303	477.162044841	['99']
2.08682639453	454.390211995	['225', '382']
2.08682639453	454.390211995	['422', '723']
2.08682639453	445.302407755	['382', '407']
1.18910744482	442.200310311	['18']
1.76865043451	426.007005083	['603']
1.33977198274	411.233783283	['526']
1.76125817564	366.052914434	['26', '83']
1.58998674849	341.664172279	['30']
1.57986640581	299.691679396	['874']
1.48016882271	285.375331503	['108']
1.42222227915	284.798453951	['676']
1.22042523978	258.120136845	['27']
1.15918787331	257.007283779	['288']
2.08682639453	227.195105998	['382', '723']
1.41803230301	222.409316511	['881']
0.909892185623	204.145164077	['26']
1.33258280893	196.408695583	['880']
1.24044958365	188.961160552	['495']
1.29654498583	185.260015295	['1832']
1.16289381062	169.841545302	['56']
0.630889799333	132.082798092	['317']
1.06125486639	130.282349528	['755']
1.15577374825	115.792316133	['731']
0.659592215975	112.202703874	['60']
0.859415898429	104.100783576	['31']
0.847127440094	103.954276272	['88']
0.904234981253	93.15677764	['563']
0.955229511749	77.5734668684	['576']
0.648300090382	74.658422506	['234']
0.683764221909	61.3790759955	['84']
0.910669439378	58.1531190235	['158']
0.684670503102	52.3157503347	['298']
0.674044869193	48.9989083302	['122']
1.89418131659	47.573235129	['38', '382']
0.794375500721	44.6136269617	['745']
0.716988314683	28.380951939	['183']
0.729756493524	28.3698320309	['757']
1.50186389381	20.3255815389	['317', '38']
2.08682639453	18.1756084798	['38', '548']
0.463517582161	9.85902191511	['3']
0.50829016297	9.84909616403	['1044']
0.46559733824	9.08393412153	['453']
1.34986080037	7.37884201341	['105', '38']
0.246784286377	4.40372438357	['105']
0.423861381809	0.456901726604	['382', '390']
0.176288021908	0.432808224865	['93']
0.106879621435	0.199008820189	['473']
2.08682639453	0.0	['1113', '152']
1.08682639453	0.0	['164', '288']
2.08682639453	0.0	['1832', '298']
2.08682639453	0.0	['225', '407']
2.08682639453	0.0	['288', '436']
2.08682639453	0.0	['164', '288', '436']
2.08682639453	0.0	['225', '382', '407']
-0.00987768823591	-0.000114686660074	['28']
-0.190013810827	-0.713491565414	['441']
-0.284497520593	-4.09878803603	['248']
-0.269265474413	-4.23644670495	['25']
-0.579436208291	-17.8980088362	['66']
-0.875987716015	-77.3022061654	['190']
-0.6528705826	-95.4498875628	['390']
-1.41409119826	-390.221634497	['6']
