1.701447915	2546.51664903	['481']
1.29947631106	2012.21525128	['317']
1.64806763691	1920.35882638	['389']
1.60324311549	1772.01178799	['448']
1.39887665377	1346.8008112	['66']
1.66868805112	1194.14919914	['400']
1.51467497941	1157.18444685	['418']
1.48418149256	1134.46345407	['479']
1.29475775844	846.506258322	['28']
1.74036114548	832.866173105	['317', '448']
1.10918864536	810.592703772	['397']
0.960735921401	670.399810144	['105']
1.67790251316	651.897416636	['136']
0.967501387514	642.097567642	['67']
1.45464297589	624.834902225	['188']
1.78481086627	551.503583021	['996']
1.68254066128	528.712628857	['395']
1.37284225838	527.827586433	['96']
1.60057703077	516.654582535	['678']
1.63503650151	458.956639239	['524']
1.49480746999	447.569596154	['764']
1.61541207193	429.981869724	['651']
1.70692176159	427.700046065	['596']
1.43087574949	416.000750673	['554']
1.30140883888	396.747100214	['211']
1.65189827209	387.657640381	['677']
1.36461390464	348.136808525	['447']
1.18248297306	338.952271576	['323']
1.43338182208	338.675295105	['967']
1.52758851183	331.51417237	['621']
1.27303013928	315.651231616	['204']
1.44001276662	286.662088251	['286']
1.42303925526	285.289531649	['294']
1.24766668897	236.949376993	['183']
1.3486919138	235.51007677	['1163']
1.11274490778	209.425921217	['439']
1.16909162466	206.127225697	['745']
1.36204533373	199.618955741	['35']
1.21611675469	188.84918491	['490']
1.21953566184	177.749991775	['537']
1.23205829856	170.19044237	['610']
0.941659119834	169.502921681	['3']
1.18616071343	168.559013576	['255', '28']
1.56404005811	160.691500599	['390', '67']
1.17285427186	154.882872672	['626']
1.07974486747	151.058334135	['255']
1.13669203717	148.337114509	['196']
1.11863862201	141.380919796	['748']
0.847729348712	140.729011283	['122']
1.01496179644	136.968399912	['276']
0.843464520243	136.215432673	['18']
1.11052331829	132.847926591	['158']
1.14184098856	122.076125978	['244']
1.09213789917	119.845094412	['104']
1.01117392464	103.389773885	['134']
0.619050063339	102.959647405	['60']
0.995781874227	99.7272914638	['180']
1.85274456204	89.0378526444	['317', '389']
1.0129430175	88.3433717958	['245']
1.8160504482	59.8940562261	['28', '317']
0.845437639466	50.1559925748	['946']
0.663079044041	46.9376977527	['88']
0.725079986167	46.5069205866	['138']
0.746618565975	34.9603395233	['205']
1.69117957955	24.1846152377	['397', '481']
0.374546117296	23.6444062057	['25']
0.597162467499	19.3784440773	['27']
0.537242736311	14.8861671185	['563']
0.458291394917	11.5506481419	['93']
0.363299083132	11.4601633085	['473']
1.53804484958	10.9151134464	['400', '66']
1.36859147123	10.2537205933	['38', '66']
0.379743858479	10.0760450257	['149']
0.400909783254	5.7349544066	['1201']
0.394590665019	5.46802418717	['45']
0.303162294204	3.56644494752	['190', '397']
0.324197351875	3.27114369564	['359']
0.246236743068	1.80652487041	['338']
0.180904610638	1.54521677549	['387']
0.227119045281	1.28870450561	['548']
0.198924786143	1.04693167709	['84']
0.631625877068	0.503975864585	['105', '38']
0.369251484662	0.352423443657	['25', '67']
0.143185232238	0.237782398597	['174']
0.0271463782535	0.0074418108703	['38']
0.954213985383	0.0	['105', '397']
1.95228023559	0.0	['38', '400']
1.95228023559	0.0	['38', '400', '66']
-0.0202825246386	-0.00102629248332	['181']
-0.0239265806533	-0.00364354007582	['190']
-0.104303292776	-0.141841746461	['374']
-0.113253513363	-0.887557015468	['390']
-0.205141774349	-3.54816775338	['6']
-0.559367652079	-14.8768494805	['441']
-0.59074145707	-17.1108049992	['253']
-0.667274391363	-27.0367674645	['234']
-1.44102650233	-272.306053911	['382']
